Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street
05-07-2020 00:00,05-07-2020 00:00,1500,8,West LA,832,2,354,THEFT OF IDENTITY,1822 0100 0930,85,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,11800    DOROTHY                      ST,
05-10-2020 00:00,05-07-2020 00:00,1200,11,Northeast,1172,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,1500 N  OCCIDENTAL                   BL,
12-03-2020 00:00,12-02-2020 00:00,1730,10,West Valley,1033,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 1602 0397 0344 1414,0,M,W,249,NURSERY/FLOWER SHOP,,,IC,Invest Cont,341,,,,18800    VICTORY                      BL,
11-09-2020 00:00,11-08-2020 00:00,2200,20,Olympic,2053,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1251 1822,26,F,A,101,STREET,,,IC,Invest Cont,331,,,,CONNECTICUT,WESTERN
02-11-2020 00:00,02-11-2020 00:00,1252,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0378 0344,0,X,X,409,BEAUTY SUPPLY STORE,,,IC,Invest Cont,442,,,,9300    TAMPA                        AV,
02-11-2020 00:00,02-11-2020 00:00,1930,5,Harbor,509,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0913 0444,33,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,25600    BELLE PORTE                  AV,
02-11-2020 00:00,02-11-2020 00:00,801,12,77th Street,1273,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0319 0913 1816,44,F,B,301,GAS STATION,511,VERBAL THREAT,AO,Adult Other,930,,,,8600 S  WESTERN                      AV,
02-11-2020 00:00,02-11-2020 00:00,1700,11,Northeast,1136,1,520,VEHICLE - ATTEMPT STOLEN,1402 1300,53,M,H,108,PARKING LOT,,,IC,Invest Cont,520,998,,,4200    EAGLE ROCK                   BL,
01-09-2020 00:00,01-08-2020 00:00,2100,13,Newton,1345,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1402 0334 0421 0400,20,F,H,501,SINGLE FAMILY DWELLING,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230,998,,,3400 S  CENTRAL                      AV,
03-11-2020 00:00,03-11-2020 00:00,1655,10,West Valley,1023,2,624,BATTERY - SIMPLE ASSAULT,0444 0913,47,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,7100    TAMPA                        AV,
02-09-2020 00:00,02-09-2020 00:00,1845,5,Harbor,585,2,624,BATTERY - SIMPLE ASSAULT,0416 0329 0360 0602 0913,31,F,H,222,LAUNDROMAT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2200 S  PACIFIC                      AV,
02-09-2020 00:00,02-09-2020 00:00,1900,14,Pacific,1406,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,68,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,3600    KEYSTONE                     AV,
08-07-2020 00:00,07-07-2020 00:00,1,21,Topanga,2147,2,354,THEFT OF IDENTITY,0561 1202 0930 0922 0929,65,M,O,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,354,,,,21000    GAULT                        ST,
08-07-2020 00:00,08-07-2020 00:00,2145,20,Olympic,2034,2,624,BATTERY - SIMPLE ASSAULT,1822 0443 0416 0446 0910 2048,20,M,H,921,MTA - PURPLE LINE - WILSHIRE/NORMANDIE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3500    WILSHIRE                     BL,
01-12-2020 00:00,01-12-2020 00:00,1530,12,77th Street,1213,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0913 1202,61,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,1700 W  54TH                         ST,
01-12-2020 00:00,08-08-2020 00:00,1500,20,Olympic,2001,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 1817 0344 0337 1300 0377,52,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,600 N  WILTON                       PL,
01-12-2020 00:00,08-08-2020 00:00,1800,10,West Valley,1023,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 2004,55,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,6800    SYLVIA                       AV,
01-12-2020 00:00,08-08-2020 00:00,100,12,77th Street,1207,2,624,BATTERY - SIMPLE ASSAULT,0913 0561 0400 0416,42,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,900 W  50TH                         PL,
01-12-2020 00:00,08-08-2020 00:00,1800,13,Newton,1385,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0432 1814 2000,26,F,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,6000 S  SAN PEDRO                    ST,
02-09-2020 00:00,08-08-2020 00:00,44,16,Foothill,1601,1,648,ARSON,,55,M,B,101,STREET,,,IC,Invest Cont,648,,,,12900    DESMOND                      ST,
02-09-2020 00:00,08-08-2020 00:00,200,12,77th Street,1266,1,210,ROBBERY,0342 0330 0344 0416 0446 0913 0916 1310 1311 1815,29,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,80TH,HOOVER
02-09-2020 00:00,10-07-2020 00:00,800,3,Southwest,357,2,354,THEFT OF IDENTITY,0100 1822 0928 1202,80,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1300 W  35TH                         PL,
02-09-2020 00:00,10-07-2020 00:00,130,7,Wilshire,702,1,310,BURGLARY,0906 0358,0,F,O,406,OTHER STORE,,,AO,Adult Other,310,,,,7300    MELROSE                      AV,
04-03-2020 00:00,04-03-2020 00:00,1200,5,Harbor,585,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0361 0445 1309 0202,29,M,B,103,ALLEY,302,BLUNT INSTRUMENT,AO,Adult Other,230,,,,1900 S  GRAND                        AV,
04-03-2020 00:00,04-03-2020 00:00,800,15,N Hollywood,1535,2,624,BATTERY - SIMPLE ASSAULT,0416 0356 0400,41,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,11600    BURBANK                      BL,
04-03-2020 00:00,04-03-2020 00:00,2000,10,West Valley,1003,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 1309 0202 2004 1420 0359 1817 0529 0445,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,7800    BAIRD                        AV,
12-07-2020 00:00,12-06-2020 00:00,1800,7,Wilshire,788,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0384,57,M,H,101,STREET,,,IC,Invest Cont,331,,,,2300 S  BRONSON                      AV,
01-11-2020 00:00,01-11-2020 00:00,2040,2,Rampart,249,2,624,BATTERY - SIMPLE ASSAULT,0444 1822,30,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600    SAINT PAUL                   AV,
08-09-2020 00:00,08-09-2020 00:00,1950,3,Southwest,397,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032 1822,57,F,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,4000 S  NORMANDIE                    AV,
08-09-2020 00:00,06-12-2020 00:00,1119,10,West Valley,1088,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0443 1906,38,F,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,930,,,,16800    OAK VIEW                     DR,
05-06-2020 00:00,05-05-2020 00:00,830,9,Van Nuys,914,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,432,41,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,14900    SHERMAN                      WY,
05-06-2020 00:00,05-05-2020 00:00,520,12,77th Street,1248,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0216 0321 0324,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,900 W  FLORENCE                     AV,
05-06-2020 00:00,05-05-2020 00:00,1230,3,Southwest,396,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 1309,42,F,B,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,,,800 W  42ND                         PL,
05-06-2020 00:00,05-05-2020 00:00,1700,11,Northeast,1126,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,5200    BUCHANAN                     ST,
04-04-2020 00:00,04-03-2020 00:00,2300,7,Wilshire,719,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1402,45,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,998,,,300 N  ROSSMORE                     AV,
04-04-2020 00:00,04-03-2020 00:00,915,3,Southwest,356,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 1822 0342 0344 0385 1300 1309,47,M,H,101,STREET,,,AA,Adult Arrest,331,,,,HALLDALE                     AV,37TH                         ST
04-04-2020 00:00,04-03-2020 00:00,2020,12,77th Street,1269,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,32,M,B,514,GROUP HOME,,,IC,Invest Cont,341,,,,400 E  81ST                         ST,
04-04-2020 00:00,04-03-2020 00:00,1000,12,77th Street,1248,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 W  66TH                         ST,
04-04-2020 00:00,04-03-2020 00:00,1150,19,Mission,1974,2,624,BATTERY - SIMPLE ASSAULT,444,77,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,9000    TOBIAS                       AV,
04-04-2020 00:00,04-03-2020 00:00,2030,15,N Hollywood,1543,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1813 2000,52,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,12400    WEDDINGTON                   ST,
07-03-2020 00:00,07-03-2020 00:00,1525,18,Southeast,1821,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329,29,M,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,IC,Invest Cont,745,,,,600 W  COLDEN                       AV,
07-03-2020 00:00,07-03-2020 00:00,1640,15,N Hollywood,1595,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),325,0,M,W,409,BEAUTY SUPPLY STORE,,,AA,Adult Arrest,343,,,,12000    VENTURA                      BL,
06-08-2020 00:00,06-08-2020 00:00,1150,18,Southeast,1801,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0342 0344 1300 1822 0329 1218,54,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,9100    ORCHARD                      AV,
06-08-2020 00:00,06-08-2020 00:00,730,14,Pacific,1438,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10800    VENICE                       BL,
06-11-2020 00:00,06-11-2020 00:00,2130,12,77th Street,1239,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1822 0400 0444 0443,27,F,H,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,AA,Adult Arrest,230,998,,,700 W  59TH                         PL,
06-11-2020 00:00,06-11-2020 00:00,1400,17,Devonshire,1771,1,310,BURGLARY,1275 1606 0344,41,M,O,213,WAREHOUSE,,,IC,Invest Cont,310,,,,20700    PRAIRIE                      ST,
08-01-2020 00:00,08-01-2020 00:00,1400,10,West Valley,1039,1,210,ROBBERY,0512 0415 0344 1822 1402 0940 0216 0334 1823 2024,18,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,6700    WOODLEY                      AV,
08-01-2020 00:00,08-01-2020 00:00,1430,6,Hollywood,645,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0448 0429 0344 1814 2000 0913,22,F,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,6800 W  SUNSET                       BL,
08-01-2020 00:00,08-01-2020 00:00,200,13,Newton,1333,1,320,"BURGLARY, ATTEMPTED",1402 0344,0,M,H,203,OTHER BUSINESS,,,AO,Adult Other,320,,,,700 E  JEFFERSON                    BL,
12-01-2020 00:00,08-01-2020 00:00,1145,8,West LA,858,2,624,BATTERY - SIMPLE ASSAULT,0400 0448 0913,62,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1600 S  CREST                        DR,
01-05-2020 00:00,01-05-2020 00:00,2010,4,Hollenbeck,456,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,63,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,745,,,,700 N  EVERGREEN                    AV,
06-11-2020 00:00,06-10-2020 00:00,100,16,Foothill,1638,1,330,BURGLARY FROM VEHICLE,0344 1307 1302 0321,38,F,O,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,10400    KAILUA                       LN,
06-11-2020 00:00,06-09-2020 00:00,800,13,Newton,1347,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 E  ADAMS                        BL,
06-11-2020 00:00,06-09-2020 00:00,1316,8,West LA,839,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0104 0209 0216 0325 0344 1309 0346 0342 2028 1420,0,X,X,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,341,,,,10200    SANTA MONICA                 BL,
06-11-2020 00:00,06-09-2020 00:00,1915,12,77th Street,1283,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0430 0906,20,F,B,102,SIDEWALK,106,UNKNOWN FIREARM,IC,Invest Cont,230,,,,WESTERN                      AV,CENTURY
06-11-2020 00:00,02-12-2020 00:00,1930,1,Central,133,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 0377 1609 0344,33,M,Z,101,STREET,,,IC,Invest Cont,330,,,,200 S  SPRING                       ST,
06-11-2020 00:00,02-12-2020 00:00,1600,18,Southeast,1822,2,903,CONTEMPT OF COURT,2038,48,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,903,,,,9400 S  FIGUEROA                     ST,
06-11-2020 00:00,02-12-2020 00:00,1000,18,Southeast,1804,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1402 0432,36,M,H,102,SIDEWALK,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,230,998,,,87TH,CENTRAL
04-09-2020 00:00,04-03-2020 00:00,2200,16,Foothill,1681,1,330,BURGLARY FROM VEHICLE,0344 1300,29,M,H,101,STREET,,,IC,Invest Cont,330,,,,8800    REMICK                       AV,
12-05-2020 00:00,12-05-2020 00:00,1910,16,Foothill,1612,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,0,M,O,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,442,,,,13500    PAXTON                       ST,
12-05-2020 00:00,12-11-2020 00:00,800,13,Newton,1341,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,BROADWAY                     PL,37TH                         ST
05-02-2020 00:00,05-02-2020 00:00,1330,18,Southeast,1844,1,761,BRANDISH WEAPON,0913 1814 2038 0334 0319 0359,24,F,H,501,SINGLE FAMILY DWELLING,107,OTHER FIREARM,AO,Adult Other,761,,,,600 E  109TH                        ST,
05-02-2020 00:00,05-02-2020 00:00,1550,6,Hollywood,666,2,624,BATTERY - SIMPLE ASSAULT,0416 0400 1822,20,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,HOLLYWOOD,VINE
01-08-2020 00:00,01-07-2020 00:00,2200,9,Van Nuys,932,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,36,M,B,108,PARKING LOT,,,IC,Invest Cont,420,,,,6200    LEMONA                       AV,
01-08-2020 00:00,01-07-2020 00:00,1625,12,77th Street,1213,1,761,BRANDISH WEAPON,0334 1402 1822 2004 1218 0421 0445,69,M,B,251,RECYCLING CENTER,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,761,930,,,GRAMERCY,SLAUSON
12-01-2020 00:00,01-07-2020 00:00,2240,13,Newton,1352,1,210,ROBBERY,1822 0445 0400 0432 0344 0416,17,M,H,101,STREET,304,CLUB/BAT,IC,Invest Cont,210,,,,42ND                         ST,SAN PEDRO                    ST
12-01-2020 00:00,01-07-2020 00:00,1610,15,N Hollywood,1538,1,210,ROBBERY,1822 1313 1302 0906 1402 0344 0416 0371,22,M,H,401,MINI-MART,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,11100    BURBANK                      BL,
01-06-2020 00:00,01-06-2020 00:00,1435,15,N Hollywood,1599,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,46,F,W,138,STAIRWELL*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3200 W  CAHUENGA                     BL,
11-11-2020 00:00,11-11-2020 00:00,2205,8,West LA,899,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0913 1813,0,M,H,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,8600    VENICE                       BL,
10-11-2020 00:00,10-10-2020 00:00,2130,1,Central,153,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402 1822,0,X,X,102,SIDEWALK,309,BOARD,AA,Adult Arrest,740,998,,,200 W  6TH                          ST,
10-11-2020 00:00,10-10-2020 00:00,900,14,Pacific,1488,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",344,0,X,X,108,PARKING LOT,,,IC,Invest Cont,668,,,,9000    AIRPORT                      BL,
02-01-2020 00:00,10-10-2020 00:00,2000,3,Southwest,393,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385 1606 1300,29,F,H,101,STREET,,,IC,Invest Cont,420,,,,2800 W  VERNON                       AV,
02-01-2020 00:00,10-10-2020 00:00,2346,1,Central,152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0305 1822 1218 1202 1414 1420 0910 2004 2034,61,F,B,835,7TH AND METRO CENTER (NOT LINE SPECIFIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,600 S  FIGUEROA                     ST,
02-01-2020 00:00,10-10-2020 00:00,455,4,Hollenbeck,423,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0302 0913 0906,35,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,MISSION                      RD,MARENGO
03-11-2020 00:00,03-09-2020 00:00,1200,15,N Hollywood,1548,2,946,OTHER MISCELLANEOUS CRIME,0344 1902,67,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,946,,,,11300    CHANDLER                     BL,
02-07-2020 00:00,02-06-2020 00:00,2115,4,Hollenbeck,464,2,946,OTHER MISCELLANEOUS CRIME,0432 0913 1258,12,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,946,,,,200 N  SOTO                         ST,
02-07-2020 00:00,02-06-2020 00:00,5,12,77th Street,1258,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1402 1407 1100 0450 1822 1309,20,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,998,,,79TH                         ST,SAN PEDRO
06-12-2020 00:00,06-12-2020 00:00,1100,14,Pacific,1437,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,24,F,O,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,440,,,,3700 S  BENTLEY                      AV,
06-12-2020 00:00,06-12-2020 00:00,100,1,Central,141,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0352 1218 0344,59,M,B,508,FRAT HOUSE/SORORITY/DORMITORY,,,IC,Invest Cont,440,,,,300 S  FIGUEROA                     ST,
06-12-2020 00:00,06-12-2020 00:00,220,1,Central,162,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0450 1822 1407 1402 1309,0,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,800 S  OLIVE                        ST,
06-12-2020 00:00,09-12-2020 00:00,2000,3,Southwest,327,1,480,BIKE - STOLEN,0344 1251 1822,24,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,1200 W  ADAMS                        BL,
06-12-2020 00:00,09-12-2020 00:00,2000,16,Foothill,1689,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,M,W,202,LIQUOR STORE,,,IC,Invest Cont,442,,,,8200    SAN FERNANDO                 RD,
06-12-2020 00:00,05-01-2020 00:00,1330,7,Wilshire,785,1,121,"RAPE, FORCIBLE",0913 1817 0556 0527 2034 0537,19,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1900 S  HARCOURT                     AV,
06-12-2020 00:00,05-01-2020 00:00,1430,2,Rampart,256,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311,19,X,X,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,740,,,,600    LITTLE                       ST,
06-12-2020 00:00,05-01-2020 00:00,335,10,West Valley,1088,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1300 0344 1309 0386 1606 1420,49,M,W,101,STREET,,,IC,Invest Cont,420,,,,17000    OAK VIEW                     DR,
06-12-2020 00:00,05-01-2020 00:00,830,14,Pacific,1441,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,40,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,2300    OCEAN                        AV,
06-12-2020 00:00,06-04-2020 00:00,1000,19,Mission,1993,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,X,X,101,STREET,,,AA,Adult Arrest,845,,,,ROSCOE                       BL,SEPULVEDA
02-09-2020 00:00,02-09-2020 00:00,1450,8,West LA,889,2,946,OTHER MISCELLANEOUS CRIME,1501 0321,37,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,946,,,,1900 S  CORNING                      ST,
02-09-2020 00:00,02-09-2020 00:00,1800,13,Newton,1361,2,354,THEFT OF IDENTITY,100,30,F,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,300 W  47TH                         PL,
02-09-2020 00:00,08-07-2020 00:00,1345,14,Pacific,1488,1,330,BURGLARY FROM VEHICLE,1300 0344 1606,38,M,W,503,HOTEL,,,IC,Invest Cont,330,,,,W  98TH                         ST,AIRPORT                      BL
02-09-2020 00:00,08-07-2020 00:00,1400,6,Hollywood,667,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,72,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,GORDON                       ST,SUNSET                       BL
01-02-2020 00:00,01-02-2020 00:00,1300,8,West LA,832,1,330,BURGLARY FROM VEHICLE,0344 1609 1822 1403,28,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1000    GRANVILLE                    AV,
01-02-2020 00:00,01-02-2020 00:00,200,18,Southeast,1841,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1820 0913 0329,44,M,B,501,SINGLE FAMILY DWELLING,306,ROCK/THROWN OBJECT,IC,Invest Cont,745,,,,10400 S  FIGUEROA                     ST,
01-02-2020 00:00,01-02-2020 00:00,1900,2,Rampart,235,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,LAKE                         ST,VALLEY                       ST
11-04-2020 00:00,11-03-2020 00:00,2130,14,Pacific,1406,1,310,BURGLARY,0344 1607,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,10400    VENICE                       BL,
11-04-2020 00:00,11-03-2020 00:00,1900,2,Rampart,237,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,UNION                        PL,3RD                          ST
11-04-2020 00:00,11-03-2020 00:00,1900,3,Southwest,361,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 2000 1814 0443,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AO,Adult Other,930,,,,4700    TACANA                       ST,
09-01-2020 00:00,11-03-2020 00:00,1900,2,Rampart,235,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200 N  ALVARADO                     ST,
09-01-2020 00:00,11-03-2020 00:00,1800,9,Van Nuys,906,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,34,M,H,101,STREET,,,IC,Invest Cont,740,,,,7400    TYRONE                       AV,
09-01-2020 00:00,11-03-2020 00:00,615,3,Southwest,399,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1822 1100 0329 1310 1309 0334 0302 0430 1407 0202,32,F,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,250,,,,VERNON                       AV,FIGUEROA                     ST
